doc_id,source_type,title,content_preview
dsid_36cc238e32514fc09cfad6e7d1ce7364,confluence,Service energy and cost accounting metadata standard,"Overview\n\nThis page defines the company-wide standard for per-request energy and cost accounting metadata. The goal is to provide a consistent, compact envelope that services and proxies attach to requests and emitted telemetry so downstream billing, cost-optimization, SLO reconciliation, and sustainability metrics can reliably attribute spend and estimated energy consumption to tenants, models, and workload features.\n\nWhy this standard matters\n\n- Unifies cost attribution across hosted, dedicated, and private deployments.\n- Enables low-latency routing decisions using cost hints without leaking raw pricing data.\n- Provides the data foundation for chargeback, forecast, and energy-conscious routing features.\n- Supports audits and compliance with per-tenant retention and redaction policies.\n\nGoals and constraints\n\n1. Keep the per-request envelope small (<= 2KB) to avoid adding significant network or serialization overhead.\n2. Include stable, well-documented keys (snake_case) rather than free-form tags.\n3. Ensure values are typed and bounded (e.g., currency amounts in micro-units, power in millijoules).\n4. Make the envelope forward-compatible: allow vendor-specific exten"
dsid_047e2ba9fd4e42d09be10391a6448d90,confluence,Data deletion and TTL enforcement standards,"## Purpose This standard defines the minimum engineering requirements for implementing **data retention (TTL) and deletion** across Redwood Inference systems.  It exists to ensure: - Retention controls are **enforceable** (not just configurable). - Purge mechanisms are **safe, idempotent, and observable**. - We can provide credible **evidence** for internal audits and customer security reviews (SOC 2/ISO-style).  This is a *must-follow* standard for any store or service that holds customer-affecting data classes subject to retention.  ## Scope Applies to: - Control-plane and data-plane stores that persist any of the following (examples):   - Request/response logs (where enabled)   - Prompts/completions stored at rest (where enabled)   - Audit logs   - Traces/metrics/log aggregates   - Artifacts (eval datasets, report packages, exported evidence bundles)  Does not replace: - Data classification and logging standards (redaction, PII controls). - Legal hold / exceptions policy (see Security & Compliance pages).  ## Definitions - **TTL (time-to-live):** Maximum time data is allowed to exist after its relevant timestamp (usually `created_at` / `ingested_at`). - **Retention policy:** Ten"
dsid_89cc64d14b9d46ccb496b7ad0d42efd6,confluence,Tenant Safety Scorecard and Auto-Mitigation Patterns,"Overview ======== This document defines the Tenant Safety Scorecard (TSS) — a compact, production-focused scoring model and a library of automated mitigation patterns used to preserve platform SLOs while minimizing downstream customer impact. It describes: the metrics and weights for the scorecard, the ingestion and enrichment pipeline, operator thresholds, automated mitigation policies, observability and dashboards, runbook flows, and a safe rollout plan for enabling auto-mitigation in production.  Why we need a Tenant Safety Scorecard ------------------------------------ - Multi-tenant inference workloads can cause noisy neighbors: token spikes, KV cache pressure, GPU interference, or repeated misbehaving prompts. - We must balance: preserving cluster SLOs (latency, availability) vs. customer-facing degradation and billing fairness. - The TSS provides a single numeric signal per tenant that drives human alerts, automated actions, and retrospective analysis.  Goals ----- 1. Provide a deterministic, auditable score for tenant-induced platform risk. 2. Trigger graduated mitigations (informational -> soft limits -> hard limits) with human-in-the-loop gates. 3. Ensure mitigations are "
dsid_23f125fe30444f8184e037ec35aa3339,confluence,GPU graded-degradation and tenant fallback playbook,"Summary:  This playbook documents the decision matrix and operational run steps to perform graded degradation and tenant-level fallbacks for GPU-backed inference pools. Graded degradation is an automated + manual strategy to keep the service available with reduced feature set and preserved SLOs when the GPU fleet is under stress (high utilization, preemptions, network egress pressure, or supply loss). The goals are: preserve P95 latency for critical tenants, minimize cost spikes, and avoid hard failures or data loss.  Scope and applicability: - Applies to inference GPU pools (hosted and dedicated) managed by the pool allocator service (allocator-svc). - Targets tenant-facing request paths: predict/generate/chat/embedding. - Not applicable to offline batch training or long-running checkpoint jobs. Those jobs should use the separate batch-queue runbook.  Owners and contacts: - Primary runbook owner: eng-infra oncall (alias: eng-infra-oncall@redwood.com) - Fallback policy maintainer: runtime-team (runtime-team@redwood.com) - Escalation: oncall -> senior-sre -> head of infra (escalation matrix below)  When to run this playbook (signals): 1) Capacity signals (any of the following for > "
dsid_b55949676c6c4bae970c47e57ed4000c,confluence,Multi‑Tenant Replay Oracle and Scheduler Debug Playbook,"Overview  This playbook describes a deterministic replay and investigation workflow (the ""Replay Oracle"") for diagnosing multi‑tenant scheduler and kernel interactions that cause SLO violations or throughput regressions. It unifies capture, deterministic reconstruction, scheduler decision replay, and hypothesis-driven kernel perturbation to root cause hard‑to‑reproduce latency and fidelity issues.  Audience  - Oncall SREs and runtime engineers performing post‑incident forensics. - Runtime scheduler and kernel maintainers executing regressions or perf experiments. - Applied ML/evals engineers validating quality regressions caused by scheduling/economic changes.  Scope and when to use this playbook  Use the Replay Oracle when any of the following are true: 1) Tail latency spikes (> p99.9) recur without a clear origin in ingress or model change. 2) Multi‑tenant interference suspected (queueing patterns match but treatment varies by cohort). 3) Kernel or preemption regressions are suspected and local instrumentation is insufficient to reproduce.  Signal model (what we capture)  We capture a minimal, reconstructable set of signals that allow deterministic replay across layers:  - Ingres"
dsid_559a01fdce7646b6938b9917992434c3,confluence,Adaptive Telemetry Bandwidth Management and Trace Priority Playbook,"Summary: This playbook defines the Adaptive Telemetry Bandwidth Management (ATBM) policy and Trace Priority model used by the Serving Runtime to keep observability useful under constrained telemetry budgets. It covers objectives, priority classes, runtime admission & backpressure behavior, operational controls, incident runbook, benchmark validation steps, rollout checklist, and known caveats.  Goals: - Ensure high-value traces and metrics remain available when telemetry bandwidth is constrained. - Keep telemetry costs bounded while preserving the signal required for production debugging and SLA forensics. - Provide deterministic runtime behavior and simple operational levers for on-call and SRE teams.  Background: Serving runtime produces three telemetry surfaces: kernel traces (per-kernel microtraces), request-execution traces (end-to-end per-request spans), and aggregated metrics/derived signals. Left unchecked, high request volumes or noisy customers can saturate export pipelines and storage.  Terminology: - Telemetry budget (B_total): total egress capacity for observability (Mbps) assigned per region/cluster. - Priority class: categorization that determines sampling and propag"
dsid_7262260de01a4e028321d8fccfb37c36,confluence,Temporal sampling and lifecycle trace playbook,"Overview ------- This playbook describes a reproducible approach for sampling runtime requests over time and correlating lifecycle traces (request ingestion -> scheduler -> kernel execution -> response) to support causal profiling, SLO attribution, and compact trace stores. It codifies sampling policies, instrumentation requirements, acceptance criteria for sample quality, and step-by-step ops procedures for running controlled sampling experiments in production and staging.  Why this matters ---------------- - Full-trace capture for every request is too expensive: high cardinality and storage costs. - Poor sampling biases lead to missed regressions and incorrect SLO triage. - Temporal sampling tied to lifecycle signals lets us: isolate kernel regressions, measure pre- and post-degradation deltas, and replay realistic sequences in benchmark labs.  Goals and scope --------------- - Reduce end-to-end trace volume while preserving causal attribution for 95th/99th latency contributors. - Provide a standard sampling configuration that teams can adopt across dev, canary, and prod environments. - Ensure sampled traces contain a minimum set of spans and annotations (see ""Minimum trace contr"
dsid_5ca33d01c10b4ea28d198e8c8d5d5598,confluence,Runtime Profiling Playbook: Systemic Steps for Low-Latency Investigations,"Overview:\n\nPurpose:\nThis playbook explains how to profile and triage runtime-level performance regressions (high p95/p99 latency, sudden throughput drops, GPU underutilization, and kernel scheduling anomalies) for the Redwood serving runtime. It is a pragmatic, step-by-step guide for oncall and SRE/RT engineers to collect repeatable artifacts, interpret them, and enact mitigations or rollbacks.\n\nScope:\n- Applies to Redwood Hosted and Dedicated runtime clusters running redwood-runtime v1.6+ (including batcher, kv-cache, rpc-proxy, and serve-gpu-agent).\n- Focused on inference-serving performance: generation latencies, KV cache hotspots, batching behavior, and kernel scheduling on GPU hosts.\n- Not a model-quality playbook (see eval-harness docs for prompt/regression checks).\n\nQuick summary:\n- If tail latency spike observed: collect traces (jaeger/x-ray), profiling sampling (perf/NSYS), GPU metrics (nvidia-smi / DCGM / Prometheus), and runtime traces (redwood-trace).\n- Correlate with recent deploys, kernel/driver updates, and autoscaler events.\n- If kernel stalls detected, isolate at host-level and pin offending container to a maintenance pool or rollback to previous runti"
dsid_ada48c8365274ac29395e8aad181901d,confluence,Runtime experiment lab protocols and kernel fuzz suite 2026,"Summary ------- This page documents the Runtime Experiment Lab protocols and the Kernel Fuzz Suite (KFS): a repeatable, auditable set of experiments and tooling we use to exercise scheduling, kernel selection, and execution edge cases in the Redwood serving runtime. The goal is to find latent correctness bugs and fidelity regressions, validate mitigation strategies, and produce reproducible artifacts for profiling and remediation teams.  Scope ----- - Applies to all internal runtime kernel builds and scheduler releases before a canary rollout. - Targets GPU and accelerator execution layers, batch slicing, KV-cache prefetch pathways, and scheduler handoff code paths. - Not intended for customer-facing load testing or production-scale benchmarking (see the benchmarking catalog).  Owning team and contacts ----------------------- - Primary owner: Eng - Serving Runtime (runtime-experiments@redwood.example.com) - Experiment custodian (lab ops): Aisha Patel - Observability liaison: Marco Nguyen - Security reviewer: Lin Chen - Slack channel: #runtime-lab  Motivation and success criteria ------------------------------- Why we run a fuzzing/testbed program: - Many kernel regressions are non-"
dsid_89c71bf4548e4485a840a7a315cf3897,confluence,end-to-end-latency-attribution-using-shadow-channels-2024,"Summary  This playbook describes our ""shadow channel"" methodology for attributing end-to-end latency to internal components (kernel dispatch, NVLink latency, KV-cache misses, prefix-serialization, enqueue/dequeue overhead) without impacting production SLOs. It documents design, instrumentation, sampling, cost constraints, and an on-call runbook for triage.  Scope  - Applies to all hosted and dedicated model-serving clusters running the Redwood runtime. - Focus: high-p99 tail and intermittent spikes that are not explained by request size or known deployments. - Out of scope: offline microbenchmarks, model-level correctness regressions.  Why shadow channels?  Traditional profiling (heavy tracing on live requests) risks increased latency and cost. Shadow channels replicate a small fraction of live requests and route them through alternative, instrumented execution paths that capture per-stage timestamps and kernel-level markers, while ensuring no user-facing effects. Shadow runs are asynchronous and do not block the original request flow.  Design overview  1) Sampling and routing - Global sample rate: default 0.5% of eligible requests. Adjustable per-tenant via token metadata. - Eligi"
dsid_fbcaa6bb6ea64f9888f95724906af16f,confluence,Accelerator chaos and profiling playbook,"Overview  Purpose: This playbook describes a controlled experiment and incident-response process for exercising and profiling heterogeneous accelerator configurations (mixed GPU types, CPU-only fallbacks, and experimental NPU/TPU-like devices) in Redwood's serving runtime. The goal is to surface scheduling, kernel-selection, KV cache, and memory-pressure behaviors that do not appear under homogeneous, baseline load, and to capture high-fidelity telemetry for triage and optimization.  Scope: - Applies to internal test and canary clusters only, never to production customer-facing instances unless explicitly scheduled and approved. - Targets mixed-accelerator nodes, runtime scheduler, kernel mapper, and KV cache layers. - Includes both active chaos (throttling, device evictions) and passive profiling (high-sample tracing, microbenchmarks).  Owner and contact: - Primary owner: eng-serving-runtime (runtime quality team) - On-call contact for experiments: @miguel-torres (pager) - Slack channel: #runtime-qa-experiments  Timebox and safety: - All chaos windows must be scheduled in the team calendar and registered with SRE 72 hours before start. - Max experiment duration per cluster: 2 hour"
dsid_ba472f1c1d90480a854d8f997a035900,confluence,entropy-aware-tail-sampling-and-replay-playbook,"Summary ------- This playbook describes an entropy-aware sampling and replay pipeline used to capture and investigate rare, high-cost tail latency events in the serving runtime. The goal is to produce a small, high-value corpus of end-to-end requests (input+context+response+runtime-trace) for offline replay, debugging, and kernel-level root-cause analysis without overwhelming storage or incurring excessive cost.  Motivation ---------- Traditional frequency-based samplers either oversample common fast requests or miss low-frequency pathological requests that drive p99–p999 latency. Entropy-aware sampling combines statistical rarity in the request surface (input entropy), deviation from expected latency signatures (residual latency), and scheduler/kernel signals (unexpected kernel hops, cache misses) to prioritize traces for capture.  When to use ----------- - Investigating unexplained p99+ spikes. - Prioritizing data for quantization/regression testing when corpus budget is limited. - Building reproducer sets for kernel or NVLink anomalies.  Definitions and signals considered -------------------------------- - request_entropy: Shannon estimate on token distribution or prompt templat"
dsid_0dc578db03294e5380829bf80bb2fff9,confluence,GPU Kernel Latency Investigation Playbook,"Summary:  This playbook describes a repeatable, evidence-driven process for investigating request-level latency spikes attributable to GPU kernel behavior in the Redwood serving runtime. It is intended for on-call SREs, runtime engineers, and performance-focused ML engineers.  Goals: - Rapidly determine whether a latency regression is caused by GPU kernel execution (vs. queueing, CPU scheduling, RPC, or networking). - Produce actionable remediation (config change, kernel selector tweak, batching rule, or model fallback). - Provide reproducible artifacts: kernel traces, flamegraphs, aggregated metrics, and a short root-cause summary.  Scope and assumptions: - Applies to Redwood Dedicated and Private deployments where we control the GPU runtime. - Assumes access to Prometheus, Grafana dashboards, node ssh, and container runtime metrics. - Requires NVTX/NSYS instrumentation enabled on the runtime image (see section ""Instrumentation checklist"").  Key contacts / owners: - Runtime Performance Lead: Maya Chen (author) — paged for escalations - Serving Runtime Lead: Carlos Rivera — owner for rollout and kernel selector changes - GPU Fleet Ops: Priya Kapoor — capacity and node-level remedia"
dsid_efa2f1c968b841379c6ada01f1eb880b,confluence,Quantization-Induced Timing Investigation Handbook,"Summary  This handbook codifies a standard investigation and mitigation workflow for latency regressions and high-variance tail behavior that correlate with quantized model kernels or mixed-precision execution paths. It is targeted at SREs, runtime engineers, and applied ML engineers responsible for rollout safeties and kernel scheduling.  Scope  - Applies to inference serving instances using int8/4/2 quantization paths, mixed FP16/FP32 kernels, and runtime kernel switching (auto, fallback, or staged rollout). - Covers production incidents and reproducible lab investigations. - Excludes model-quality hallucination investigation (see quality-guardrails space).  Symptoms that should trigger this playbook  1) Sudden increase in p99/p999 latency after a quantization rollout or kernel update. 2) Increased variance in kernel execution durations in kernel-duration histograms. 3) Elevated kernel error rates (timeouts/retries) coincident with quantized model variants. 4) Autoscaler thrash or queue buildup when quantized kernels are used.  Key telemetry to collect (minimum set)  - Per-request trace with kernel hints: kernel.name, kernel.variant, kernel.duration_ns, sequence_length, batch_siz"
dsid_400492b9e21f4054af457eaf981743f0,confluence,developer-sandbox-benchmarking-playbook,"Summary This playbook describes the developer-local runtime sandbox and associated benchmarking + profiling workflows used to reproduce key production behaviors without requiring full cluster access. The sandbox is intentionally lightweight and deterministic: it models the runtime dispatch, a KV cache shim, a kernel-proxy for scheduling experiments, and easy-to-run microbenchmarks. Use this guide to iterate on kernel scheduler patches, evaluate batching strategies, and validate optimization hypotheses before graduating changes to the full perf suite.  Scope - Reproduce request lifecycle: API -> dispatcher -> kernel-proxy -> model executor (mock or quantized engine). - Run microbenchmarks that mimic production prompt shapes (short, medium, long) and multi-turn chat traces. - Exercise scheduling policies (fair-share, priority-driven, cooperative preemption) in a reproducible environment. - Capture perf traces (CPU/GPU timelines), kernel occupancy, and per-token cost estimates. - Limitations: does not emulate multi-tenant noisy neighbors at scale, and GPU topology is single-node only. See Known Differences section.  Prerequisites 1) Linux workstation with Docker 20.10+ or a macOS mach"
dsid_16a01df7a8934d4dbc6097cee6e031c4,confluence,TP stall triage playbook (tensor-parallel hangs/timeouts),"## Purpose This playbook covers step-by-step triage for **tensor-parallel (TP) stalls** (a.k.a. hangs/timeouts) in the serving runtime. It is written for on-call SRE + runtime engineers to quickly answer: - Is the stall **compute**, **NCCL/collectives**, or **scheduler/starvation**? - Which replicas/ranks are stuck, and is it isolated or systemic? - What data should we capture (metrics/logs/traces/NCCL debug) without making the incident worse?  This is **triage + profiling**. For mitigation actions (drain/replace, concurrency caps, feature flags), use the runbook: *Runtime TP hang mitigation*.  ---  ## Definitions (what we mean by “TP stall”) A TP stall is a condition where a multi-GPU replica stops making forward progress for a request or decode loop. Typical external symptoms: - Streaming responses stop mid-stream (client sees partial tokens then timeout). - Request p99 and timeout rate spike for a subset of replicas (often a single model + HW type). - GPU utilization becomes skewed by rank (one GPU at high util while others idle) or all GPUs look “busy” but throughput drops.  Internal signatures commonly fall into: 1) **Collective mismatch / ordering bug** (ranks enter different"
dsid_38a44f2911594768bd77ea1883ab6738,confluence,Runtime experiment feedback loop protocol,"Overview:\nThis page defines the experiment feedback loop protocol used by the Serving Runtime team to design, run, and act on profiling and kernel scheduling experiments that change runtime behavior. The protocol standardizes hypothesis framing, telemetry instrumentation, safety gates, analysis artifacts, and rollout rules. It is intended for engineers running microbenchmarks, shadow traffic experiments, and online canaries that touch the kernel scheduler, KV cache, batching heuristics, and model variant routing.\n\nWhy we have a formal protocol:\n- Reduce noisy experiments and ensure reproducible results.\n- Protect SLOs and customer traffic during investigations.\n- Provide clear handoffs from experimenters to runtime operators and release engineers.\n\nScope:\nApplies to experiments that: 1) modify kernel scheduler configuration or code paths, 2) alter request shaping / admission, 3) introduce new telemetry or sampling, or 4) change runtime fallback/degradation modes. Not intended for purely offline model evaluation.\n\nRoles and ownership:\n- Experiment Owner: engineer who proposes and executes the experiment (primary contact).\n- Runtime Oncall: SRE responsible for live traff"
dsid_bcd4d3e83c7b49e290da2552d2dd6f50,confluence,SRE Evidence-to-Action Handbook: From Incident Forensics to Capacity & SLO Remediation,"Summary This handbook defines a prescriptive, auditable pipeline for converting incident evidence and post-incident findings into concrete SLO, error-budget, capacity, and tooling actions. The goal is to shorten the time from ""discovery -> evidence -> decision -> remediation"" while preserving blamelessness and traceability.  Audience - SRE oncall and rotation leads - Service owners and service reliability stewards - Product managers responsible for tiered SLAs - Capacity and forecasting teams  Why this exists - We frequently collect high-quality forensic evidence in incident reviews but lack a standardized path that guarantees remediation (capacity, SLOs, tooling changes) is implemented and validated. - This doc codifies who decides, how we prioritize, how we measure remediation success, and how evidence is stored and linked.  Key principles - Evidence-first: every action must be linked to evidence items (logs, replays, synthetic canaries, graphs, sample tokens). - Minimal viable remediation: prefer fast, reversible mitigations (traffic shaping, temporary headroom) while planning permanent fixes. - Ownership and deadlines: each remediation item has an owner, ETA, verification steps"
dsid_4594237dfcc04d6086570b610313276c,confluence,Trace augmentation and kernel causal linkage protocol,"Summary: This document defines the Trace Augmentation and Kernel Causal Linkage Protocol (TACKL): a standardized pipeline and set of annotations for enriching runtime traces so that kernel-level events, scheduler decisions, and high-level request metadata can be correlated deterministically for attribution, triage, and experiment analysis. TACKL is intended to reduce mean-time-to-detect for performance regressions, support causal attribution of tail latency to kernel events, and provide a repeatable lab protocol for validating fixes.  Scope: - Applies to all runtime components that emit execution traces and kernel telemetry: dispatcher, scheduler, kernel plugins, KV cache, and the GPU dispatcher layer. - Covers production sampling, deterministic augmentation in canary environments, and the lab replay pipeline. - Not intended to replace end-to-end distributed tracing standards (Zipkin/Jaeger) but to extend them with kernel-specific causal markers and deterministic linkage.  Definitions: - trace_id: Global request identifier propagated across layers. - causal_span: A span annotated with a causal tag pointing to a kernel decision or event. - kernel_anchor: A short opaque token (8-char"
dsid_ea8bf58cfb3044779abbc4180369e6a2,confluence,Cross-Layer SLO Validation & Benchmark Orchestrator,"Summary:\nThis document defines the Cross-Layer SLO Validation and Benchmark Orchestrator (CL-SVBO): a reproducible process and reference implementation for validating runtime SLOs end-to-end across scheduler decisions, kernel selection, and system-level telemetry. The goal is to provide a single authoritative workflow teams can run to certify that a code change, kernel rollout, or scheduler tune does not regress production SLOs.\n\nMotivation and scope:\n- Problem: We observe regressions that only appear when scheduler heuristics, kernel mappings, and telemetry interact under production-shaped load. Isolated microbenchmarks miss these interactions.\n- Scope: CL-SVBO covers testing of latency SLOs, p99/p95 tail behavior, model-variant fallbacks, and degradation policies for the serving runtime. It is intended for: runtime engineers, kernel maintainers, SRE runbook authors, and release managers.\n\nKey concepts (definitions):\n1) SLO surface: per-route latency SLO (e.g., p99 <= 120ms for chat-range <512 tokens), throughput SLOs, and error budget burn rate thresholds.\n2) Cross-layer signal: correlated observability traces that join scheduler decisions (slot allotment, kernel choice)"
dsid_b38be7d5d5a642fba27a21e6495f464e,confluence,Runtime Fidelity: Onboarding & Consumption Playbook,"Overview  This playbook describes the recommended approach to onboard customers onto Runtime Fidelity profiles, how to measure and simulate consumption, and how to package pricing and SLAs for predictable economics. It combines a product overview, prerequisites, technical onboarding steps, pricing guidance, rollout milestones, and operational runbooks to enable cross-functional delivery (Product, Solutions, Sales, SRE, and Engineering).  Motivation  As customers adopt Redwood Inference across hosted, dedicated and private deployments they require: predictable latencies, clear fidelity tradeoffs, and transparent billing. Fidelity profiles (a bundle of model variant, quantization, and runtime configuration) enable customers to trade cost for output quality under well-defined SLOs. This doc standardizes onboarding and consumption simulation to reduce regressions and commercial disputes.  Scope  - Audience: Product managers, Solutions Engineers, Customer Success, Sales, Runtime Engineers, SRE. - Applies to: Hosted API, Dedicated pools, and Private VPC deployments. - Excludes: Marketplace third-party models (see reference design for third-party adapters).  Definitions  - Fidelity profil"
dsid_8e895f67a2ee451493354747adc420b6,confluence,exp-priya-2026-02,corpus: /tmp/replay_corpus.sanitized.tgz  target_hw: lab:a100:80GB  clients: 64  interarrival_scale: 1.0  kernel_flags: --kvcache-async --scheduler=cdf
dsid_05cde13584674fd7a93a08f8652f9ca5,confluence,Kernel Hint Propagation Profiling Pipeline,"Summary:  This document specifies the Kernel Hint Propagation Profiling Pipeline (KHPPP) — an end-to-end process used by the serving runtime team to capture, synthesize, and propagate lightweight kernel hints from production traces to the kernel selection and scheduler subsystems. The pipeline is optimized for low-overhead sampling, deterministic replay for hypothesis testing, and safe automated rollout of hint-driven kernel recommendations to the runtime.  Goals: - Reduce unexpected kernel regressions by surfacing causal correlations between request shape and kernel latency. - Provide repeatable profiling artifacts usable by scheduler and kernel teams for autotune jobs. - Automate a canary rollout path for kernel hint changes with observable safety gates.  Scope and non-goals: - Scope: inference request-level sampling -> trace enrichment -> hint extraction -> validation replay -> recommendation artifact -> canary rollout. - Non-goals: full-model-level retraining or kernel code changes (those are handled by kernel engineering RFCs).  Owner and runbook contact: - Primary owner: eng-serving-runtime / Kernel Signals team (oncall: @kernel-signals). - Secondary: eng-platform / Scheduler"
dsid_d959b9f569e34a55b111ef41b659db85,confluence,Interactive kernel latency surface mapping and lab protocol,"Title: Interactive kernel latency surface mapping and lab protocol  Overview This document defines the lab protocol, tooling, and interpretation guide for interactive kernel latency surface mapping — a repeatable experiment to discover how scheduler decisions, kernel selection, and request shapes interact to produce the observed latency surface across our GPU fleet. The goal is to produce a compact, actionable artifact (the latency surface) for: triage, kernel hinting, scheduler tuning, and CI gating for kernel rollouts.  Why we need this playbook - Compliments static microbenchmarks by exposing cross-layer effects (scheduling, batching, KV cache warmup, and transport). - Produces a 2D/3D surface (example axes: concurrency x sequence length x kernel variant) that helps quantify non-linear tail behavior. - Provides reproducible artifacts to attach to incident reviews and perf regression PRs.  Scope and assumptions - Scope: production-like runtime and staging clusters only. Not intended for developer sandbox machines. - Assumes trace-captured workload shapes (sequence length distribution, token rate, concurrency histogram). - Requires telemetry stack: tracing enabled, kernel-hint ann"
dsid_e9adab99bb0e4e02a9cfab41b80eb237,confluence,Cache Telemetry Validation Checklist (Prefix + KV Cache),"## Purpose This checklist verifies that new prefix/KV cache telemetry is: 1) Correct (hit/miss attribution, counters/histograms consistent with request lifecycle), 2) Joinable (model/route/deployment identifiers present and stable), 3) Safe to operate (cardinality bounded, sampling behaves as intended), and 4) Low overhead (near-zero latency/throughput impact).  This is the required validation sequence for runtime changes touching: - KV cache hit/miss counters and miss reasons - Prefix cache reuse histograms - Eviction/pressure indicators - “Wasted prefill” metrics - Trace span annotations for cache events  ## Scope Applies to: Hosted, Dedicated, and Private runtime builds that emit cache telemetry.  Out of scope: correctness of cache policy/eviction algorithms themselves (only their *telemetry*).  ## Owners / when to run - Primary owner: Runtime perf validation (Marcus Reed) - Required reviewers for signoff: Runtime (Omar El-Sayed), Telemetry schema (Nadia Rahman), SRE observability (Allison Grant) - Run for: every PR series that changes cache metrics semantics, tags/labels, sampling, or ingestion guards.  ---  ## Quick acceptance criteria (must pass) ### Correctness - No systemat"
dsid_fe811fae7ff84e8eb9567267be03ab8f,confluence,Incremental Kernel Snapshot Profiling and Telemetry Deduplication Playbook,"Summary  This playbook describes an incremental snapshot profiling method for Redwood's serving runtime that reduces observability cost and noise by deduplicating telemetry at ingestion and by shipping compact kernel snapshots instead of full traces for every request. It is intended for engineers operating the runtime (runtime-manager, kernel-dispatcher, trace-collector, telemetry-processor) and for SREs investigating regressions.  Motivation  - Full-trace capture at high QPS produces excessive storage and processing costs and buries signals under duplicate events. - Incremental snapshots preserve causal telemetry (kernel selection, queue wait, batch composition, KV-cache hits) while limiting volume. - Deterministic deduplication reduces alert noise and increases signal-to-noise in regression hunts.  Scope and Audience  - Applies to: production runtime fleets (hosted and dedicated), dev sandbox fleets when sampling=on. - Not for: air-gapped private deployments that have custom telemetry pipelines unless adapters are installed. - Audience: runtime engineers, perf SREs, observability engineers.  Key Services & Components  - runtime-manager: orchestrates shard topology and rollout fla"
dsid_96cbb78c9eee45b3acbf9e7b5ed7bd13,confluence,Runtime Energy-Aware Scheduling and Profiling Playbook,"Summary ------- This playbook documents our approach to energy- and power-aware kernel scheduling for the Redwood serving runtime, and prescribes a repeatable profiling and benchmarking workflow for validating energy-related optimizations. The goal is to reduce total energy per inference (Joules/token) while preserving latency SLOs and model-quality constraints.  Scope ----- Applies to: the serving runtime (scheduler, kernel mapper, and dispatch layers) and the GPU-hotpath kernel implementations. Covers: telemetry, local and cluster-level scheduling policies, profiling methodology, benchmark scenarios, rollout recipes, and incident runbook steps for energy regressions. Does NOT replace thermal/firmware actions performed by cloud providers.  Motivation ---------- - Our customer demand and operational costs require optimizing energy consumption for sustained workloads (e.g., embeddings, high-QPS chat). - Naive throughput maximization can increase energy per token due to inefficient kernel choices and poor batching alignment. - We need a documented, repeatable way to measure energy impact of runtime changes, and safe rollout patterns that respect latency SLOs.  Goals and success crite"
dsid_065c2f4de84746189d380ca77243694b,confluence,fine-grained-causal-profiling-for-multi-kernel-paths-2026,"Summary: This playbook describes a repeatable, low-risk process for performing fine-grained causal profiling across multi-kernel execution paths in the Redwood serving runtime. It targets cases where a single inference request may exercise multiple kernels (attention variants, fused matmuls, quantized vs FP16 paths) and where attribution of end-to-end latency or tail spikes to a specific kernel, combination of kernels, or scheduling interaction is uncertain.  Audience: - Serving runtime engineers - Oncall SREs investigating tail latency - Profiling / performance owners evaluating kernel rollouts  Goals: 1) Produce a causal hypothesis (""kernel X caused tail at 99.9p"") with an associated confidence score and required evidence. 2) Generate a minimal, reproducible profiling experiment that isolates the suspected kernel path and quantifies its impact on: p50/p95/p99 latency, GPU occupancy, SM stall time, and memory bandwidth. 3) Provide clear remediation guidance (rollforward/rollback, kernel knobs, scheduling policy changes).  When to use: - New kernel variant rollout shows unexpected tail increase in canary or production shadowing. - Mixed workload exposes previously unseen interferen"
dsid_ddeea8038bf1404eb728ef1fd3703767,confluence,Occupancy and Concurrency Audit Playbook for Serving Runtime,"Overview:  This playbook describes a repeatable audit process to assess and remediate GPU occupancy and request concurrency issues in the Redwood serving runtime. It is intended for on-call engineers, performance engineers, and SREs responsible for multi-tenant inference pools and kernel scheduler tuning. The goal is to detect pathological occupancy/concurrency patterns early, quantify their impact on latency/cost, and prescribe targeted mitigations.  Why this matters:  - Low GPU occupancy (SM utilization) or poor warp efficiency increases per-token cost and can drastically raise tail latency for short requests. - Excessive concurrency without appropriate kernel crediting can cause kernel contention, eviction churn, and KV-cache thrash. - Multi-tenant pools and dynamic batching increase the surface area for occupancy anomalies; automated audits help prevent regressions when we change kernel mappers, quantization profiles, or shard placement rules.  Scope and audience:  - Scope: GPUs used by Redwood-hosted runtime (heterogeneous pools), Dedicated clusters on RDW, and Private deployment models where we operate the inference stack. - Audience: runtime performance team, serving runtime"
